ID	Label	Text
129	9	Australia offering $25,000 to asylum seekers on Manus Island to return home: Authorities at the Manus Island detention centre in Papua New Guinea are reportedly offering asylum seekers large sums of money to return to their home countries. At least a dozen asylum seekers from Nepal and Bangladesh at the detention centre said that they are being called to meet Australian officials and are being pressured to take up to $25,000 (£20,000). According to Reuters, one of the detainees named Mohammed Bilal, who fled Bangladesh due to political reasons, had met Australian officials last week. "They told me and others that if you go back voluntarily you will get money about $20,000, if you guys go in group you will get more money," Bilal said. It is not illegal for countries to provide refugees with financial assistance to voluntarily return to the home countries and start afresh. The Australian immigration department in a statement said: "Substantial assistance packages are available to help non-refugees depart voluntarily, return home and re-establish their lives in their home country. In cases where non-refugees refuse to depart voluntarily, the government of PNG [Papua New Guinea] has indicated that it will enforce the removal of those individuals, in accordance with normal international practice.
438	5	How to cross the US-Mexico border: making El Mar La Mar: The Sonoran desert is a piece of the American landscape that has evolved as if to edit humanity out of existence. Populated by spiked plants, poisonous insects, rattlesnakes and America’s only native big cat, the jaguar, its arid terrain stretches along the US-Mexican border over a total of 260,000 sq km. Crossing this wildnerness on foot takes three to five days, and during the summer, daytime temperatures regularly exceed 40°C (104°F). The US border patrol is alleged to have retrieved 6,029 human remains from this stretch in southern Arizona since the 1990s. The bodies of thousands of others who have tried to enter the US through the desert may have been bleached away by the searing sun before they were found. For El Mar La Mar, which premiered at the Berlin film festival this week, film-makers Joshua Bonnetta and JP Sniadecki visited this hostile environment for lengthy spells over the course of almost three years, filming the landscape, recording wildlife and talking to border rangers, aid workers and people-smugglers. Though their project started more than a year before the American electorate was lured by the promise of a “great, great wall” on its southern border, the result is a nature-documentary-cum-film-poem that also works as a sarcastic riposte to the new president’s grand plan: how could anyone artificially design a more mercilessly efficient deathtrap than the Sonoran desert in its current form?
96	7	Those Affected By Trump's Travel Ban Hope For End To 'Chaos' After Supreme Court Case: At the New York City cell phone shop where he does his homework, nine-year-old Ahmed Alhuthaifi says he misses his mom a lot. "Sometimes, I feel like I am going to cry," he says. "Trump won't let her in. " After a years-long effort, his mother, who is stuck in Saudi Arabia, was denied a visa due to President Trump's restrictions on immigration and travel from certain countries, including Yemen. She and Ahmed's four younger siblings, who live with her, missed Ahmed's birthday celebrations on April 3. "He expected them to be here, all his brothers and sisters; he's depressed all the time," says Fathi Alhuthaifi, his father. "I need my wife and kids. We are in a bad situation. " On Wednesday, the Supreme Court will hear oral arguments in a case challenging the ban as discriminatory and unconstitutional. Administration lawyers insist the ban, in effect in full since early December, is a national security necessity. Alhuthaifi is an American citizen. He emigrated from Yemen more than 20 years ago and runs a successful cell phone business on West 145th St. in Harlem. He named his youngest son McCain, after the Arizona Republican senator he admires.
175	6	Huron University College students boost own fees to help refugees: Students at Huron University College have voted to dramatically increase their own fees to help pay for more refugees to attend the London school, officials announced Monday. The 33% boost in fees will be matched by a contribution from Huron itself. “Today, we are proud to announce that up to five student refugees, already arrived in Canada, will receive a full-tuition scholarship from Huron University College when they register,” Dr. Barry Craig, principal of Huron University College, said. “These actions align with our mission – fostering a sense of responsibility for society exercised both locally and globally.”A focus of those added funds will be to help refugees leaving war-torn Syria, he said. Huron made the announcement to celebrate its partnership with the World University Service of Canada. These actions align with our mission Barry Craig The school’s second such decision this school year; In September, Huron offered $60,000 scholarships for students affected by the Trump administration’s decision to end legal protection to children of illegal U.S. immigrants, so-called Dreamers. The school has “recommitted” to that scholarship, Craig said Monday.
159	10	Two migrant workers suffocate to death inside water board’s pipeline: By Express News Service HYDERABAD: Two migrant workers from Odisha died inside a water pipeline belonging to the HMWS&SB on Wednesday, while trying to remove the centring material put inside the inspection chamber. The workers, identified as Santosh (28) and Vijay (25), died within minutes of entering the pipeline in front the Rajiv Gandhi International Stadium at Uppal. The duo, believed to have died of asphyxiation, was working on a contract basis with L&T. Accompanied by a supervisor and colleagues Mahesh and Muni, they went to the spot on Wednesday. The duo first opened the lid of another chamber, but could not enter due to the stink, hot air and gases emanating from it. They then managed to enter through another chamber. After breaking the centring, when Santosh moved ahead to open the valve for water supply he fell into the 3-metre deep chamber and became unconscious. Vijay who followed him also met with the same fate. All this while, the supervisor and Muni were waiting outside, while Mahesh had gone to fetch some drinking water. It was much later that they noticed their colleagues had collapsed inside the chamber. They were pulled out with the help of passersby, but were dead by then.
242	6	White House, Dems restart negotiations over DACA, funding border wall: The White House and congressional Democrats traded proposals over the weekend about how to fix an Obama-era program protecting hundreds of thousands of immigrants brought to the U. S. illegally as children from deportation, Fox News has learned. A source familiar with the talks said discussions broke down after Democrats rejected a bid by the Trump administration to extend protections for those enrolled in the Deferred Action for Childhood Arrivals (DACA) program until the fall of 2020. In exchange, the White House would receive $25 billion in funding for President Trump's long-sought wall along the U. S. -Mexico border. The Democrats countered with an offer to provide funding for the wall in exchange for a pathway to citizenship for all 1. 8 million DACA-eligible immigrants -- as opposed to the estimated 800,000 who are enrolled in the program. At that point, the source told Fox News the talks broke down. The immigration talks were part of larger negotiations on a $1. 3 trillion catchall spending bill, which would have to pass Congress by midnight Friday to avert another government shutdown. Trump ended the DACA program in September of last year, but a court decision has essentially left it in place, for now.
164	10	Immigrants Hope New Legal Services Fund Provides ‘Better Opportunity’: By Shawn Chitnis DENVER (CBS4) – City leaders announced a new immigrant legal services fund Monday that will help people who may face deportation. The fund will be supported by taxpayer dollars along with grants and private donations. “My parents left everything they knew behind to give my brothers and I a better life,” said Juan Gallegos, a supporter of the new fund. “A better opportunity here in the U. S. ” Gallegos is the director of civic engagement and legal services for the Colorado Immigrant Rights Coalition. He shared his story at a news conference on the steps of the City and County Building. “My dad fell into deportation proceedings,” Gallegos said. “It was a really tough time for my family. ” He said his family could afford the fees and lawyers needed to keep his father in the country, a total of $15,000. But he knows many families do not have access to those resources. “Things are really rough in the place where I was born,” he told CBS4. “Having my dad have to go back to that would be really awful. ” Mayor Michael Hancock and other city leaders announced that $250,000 will come from the city including the general fun and Denver’s Support Fund.
139	8	German parties edge closer to coalition with migration deal: BERLIN (Reuters) - Chancellor Angela Merkel’s conservatives and their would-be partners, the Social Democrats (SPD), have made major progress in talks on forming a coalition government but remain at odds on issues like labor rules, a senior SPD member said on Friday. As he emerged from lengthy talks that Merkel hopes will ultimately secure her fourth term and end political impasse in Europe’s largest economy, SPD General Secretary Lars Klingbeil said the parties had taken a “leap forward. ” “But we also saw that we have differences on some topics,” he said. Senior conservative Peter Altmaier said Friday’s talks had been good and the parties were optimistic but a “very tough stretch of road” lay ahead. The parties became embroiled in another dispute over migration on Friday, with some SPD members saying they wanted to revisit January’s coalition blueprint that said the parties did not expect annual migration to exceed 220,000 per year because they were annoyed that Merkel’s CSU Bavarian allies seemed to be considering this as an upper limit. But SPD deputy Ralf Stegner later said the parties had reached a deal. In an apparent defeat for the SPD, the wording of that migration prediction remained the same - as pushed for by the CSU, which calls for a migrant cap.
35	6	Nearly 100 undocumented immigrants deported to Central America: Why did she do it? Why did she travel more than a thousand miles by bus and then ford the Rio Grande with a small band of desperate voyagers? Why did she endure the arid Texas landscape, with nothing but her common-law husband’s black cap to shield her from the sun? It was simple, the woman said. She had already lost two children in the gang-ridden horror that is El Salvador. Her fear, she said, was that the killers “wanted to wipe out the whole family. ” So the couple set out for the United States on May 13, hoping to reach Houston and her only surviving child, who had slipped across the U. S. border a year ago. They did not make it. Barely an hour after they crossed into Texas, they were captured by the Border Patrol, separated and locked up. On Thursday, the mom, her wrists and ankles in chains, was flown with about 100 other would-be migrants back to El Salvador. Thousands of others are in the same situation, having fled from ultraviolent gangs in El Salvador, Honduras and Guatemala, only to be caught near the U. S.
94	3	Rehabilitation of migrants extended up to March 2020: Cabinet: The Union Cabinet, chaired by Prime Minister Narendra Modi, on Wednesday gave its nod for the continuation, up to 2020, of eight schemes of the Home Ministry for relief and rehabilitation of migrants under the umbrella scheme "Relief and Rehabilitation of Migrants and Repatriates". Addressing the media, Union Minister Rajnath Singh said the financial implication for this decision is Rs 3,183 crore for the period 2017-18 to 2019-20. "The year-wise phasing of the scheme will be Rs 911 crore in 2017-18, Rs 1,372 crore in 2018-19 and Rs 900 crore in 2019-2020. " A Home Ministry statement said: "The eight schemes approved for continuance are already in operation and the benefits under each will be extended to intended beneficiaries in accordance with the approved criterion. " The eight schemes were started, at different times, to enable the migrants and repatriates, who have suffered on account of displacement, to earn a reasonable income and to facilitate their inclusion in mainstream economic activities, the statement. These schemes provide assistance for relief and rehabilitation to displaced families from Pakistan-administered Kashmir and Chhamb; Sri Lankan refugees, Bru families lodged in relief camps in Tripura, Bru or Reang families from Tripura to Mizoram, 1984 anti-Sikh riot victims; civilian victims of terrorists, communal, Maoist violence and cross border firing and mine or improvised explosive device blasts on Indian territory and repatriation of Indian prisoners from abroad; and grant-in-aid to Central Tibetan Relief Committee.
143	7	US Leaves UN Global Migration Discussions, to Church’s Dismay: A mother and her children are among the world's millions of refugees. (Catholic Relief Services Instagram) US Leaves UN Global Migration Discussions, to Church’s Dismay Pope Francis and the U. S. bishops have called for a robust worldwide response to the international migration crisis, but the Trump administration fears an undermining of national sovereignty. Peter Jesserer Smith WASHINGTON — Global migration has reached historic levels, as an estimated 244 million people — 3% of the global population — are living outside their home countries. Approximately, 60 million migrants include those displaced by wars across the world. However, the U. S. government has opted to withdraw from ongoing United Nations discussions for an international compact on global migration, on the basis that the negotiations to strengthen global governance over the matter were “inconsistent with U. S. law and policy. ” “While we will continue to engage on a number of fronts at the United Nations, in this case, we simply cannot in good faith support a process that could undermine the sovereign right of the United States to enforce our immigration laws and secure our borders,” Secretary of State Rex Tillerson said Dec.
231	8	UNHCR: Overcrowded Greek refugee camps ill-prepared for winter: Greece must speed up winter preparations at refugee camps on islands in the Aegean Sea where there has been a sharp rise in arrivals, the United Nations refugee agency said on Friday. Nearly 5,000 refugees, mostly Syrian or Iraqi families, crossed from Turkey in September – a quarter of all arrivals this year, UNHCR data shows. While that is a fraction of the nearly 1 million who arrived in 2015 – due to a European Union deal with Turkey to block that route – four of the five island camps are hosting two or three times as many people as they were designed for. “UNHCR urges action on the islands to ease overcrowding, improve shelter, and stock and distribute appropriate and sufficient aid items,” said Philippe Leclerc, UNHCR representative in Greece. In the Moria camp on the island of Lesvos, one of the main entry points, more than 1,500 people are in makeshift shelters or tents without insulation, flooring or heating, UNHCR said. They include pregnant women, people with disabilities, and very young children. On nearby Samos, about 400 people are living in “very difficult” conditions and another 300, including families and lone children, are sleeping in tents in the woods due to a lack of space in the camp, UNHCR said.
8	9	Majority of Americans support National Guard on border: (Reuters) - A majority of Americans think President Donald Trump’s plan to send National Guard troops to the U. S. -Mexico border will be effective in combating illegal immigration in the short term, according to a Reuters/Ipsos poll from April 15-19. Here are some key findings from the poll: THINKING LONG TERM Fifty-five percent of U. S. adults think deploying the National Guard to the border will be effective in the short term, but only 49 percent think it will be effective in the long term. About 16 percent of Americans think it will be "very effective" short and long-term. PARTY LINES Seventy-seven percent of Republicans think deploying the National Guard will be effective in the short term, compared with just 42 percent of Democrats. A large majority of Trump voters - 85 percent - are confident in the plan in the short term. But people across both parties tend to be less sure it is a durable strategy, slipping to 73 percent for Republicans and 34 percent for Democrats. Fifteen percent of Trump voters also think it will be ineffective long-term. DEMOCRATS DIVIDED The poll shows Democrats are split over whether deploying the National Guard will curb illegal immigration.
42	8	Illegal immigrant found guilty in murder of family of five in San Francisco: An illegal immigrant from Vietnam faces life in prison after being convicted Monday in the 2012 hammer-killing of a family of five after losing money at a casino earlier in the evening. Binh Thai Luc, who had a violent criminal history and was supposed to be deported in 2006, was found guilty in the murders of a family of Chinese immigrants. He was also found guilty of five counts of attempted robbery and two counts of burglary. Luc, who was in debt and served an eviction notice, killed the family during a robbery after he lost money at a casino on March 23, 2012. Prosecutors said the family kept thousands of dollars in cash in the San Francisco home. Luc had more than $6,500 with him during his arrest. The jury was told that Luc settled his debt after the killings. “This was a very gruesome, brutal murder, and we’re pleased we’re getting some accountability for the family and for the community,” District Attorney George Gascón told The San Francisco Chronicle. Despite no eyewitness accounts of Luc’s involvement, investigators said one of the family member’s blood was found spattered on Luc’s jeans.
36	7	Federal Judge Halts Deportation Of Indonesian Christians In New Jersey: HIGHLAND PARK, N. J. (CBSNewYork/AP) — A federal judge has temporarily halted deportation proceedings against Indonesian Christians who are in the U. S. illegally but are seeking to gain legal status, including one man honored for his work helping to rebuild more than 200 homes after Superstorm Sandy. The order was issued Friday by U. S. District Judge Esther Salas in Newark in response to a lawsuit filed by the American Civil Liberties Union and applies to Indonesians who have orders of removal dating to before 2009. The order affects roughly 50 people in New Jersey who had identified themselves to Immigration and Customs Enforcement in 2009 as part of a program to obtain work authorization and stays of deportation, according to the ACLU and Seth Kaper-Dale, co-pastor of a church where some of the immigrants sought sanctuary. The lawsuit came after several enforcement actions by immigration authorities in New Jersey that targeted Indonesian Christians and rekindled fears in a community that includes people who left Indonesia years ago to escape religious persecution.
16	1	Confining children shouldn’t be part of the job for immigration agents: When asked about the controversy surrounding the separation of migrant children from their parents, Prime Minister Justin Trudeau remarked that “this is not the way we do things in Canada. ” He’s right, to a certain extent. The situation in Canada is not as stark as what we’re seeing in the United States where more than 2,900 children have been detained between May and June alone. Yet a total of 595 minors have been detained at Canadian immigration holding centres in the past three years. Forty-three were unaccompanied by an adult. We need to be asking why children — including Canadian citizens — are being held in jail-like detention facilities at all in this country, even if it’s with a parent. We should also be wondering how confining people who have committed no crime is impacting the workers tasked with placing them in conditions no one would want for their own families. I can’t help but imagine how I would feel if my 9-year-old daughter was held in a facility where she had little access to fresh air, education, and was constantly monitored by security personnel. The confinement of even one child should be unacceptable to every single one of us, particularly as we recall with shame this country’s legacy of residential schools.
282	8	Three killed after migrant boat sinks off coast of Spain: MADRID Three migrants from sub-Saharan Africa were killed when their boat capsized in the Mediterranean but the Spanish navy managed to rescue another 30 people in the group, a coast guard spokeswoman said on Wednesday. The navy went to rescue the migrants after their dinghy sank on Tuesday near the island of Alboran, halfway between Spain's southern coast and its North African enclave of Melilla. A 10 year-old girl and an older woman died on Tuesday, and police divers found the body of a man, whose age is unknown, near the scene of the sinking on Wednesday morning. "They are from sub-Saharan Africa, but we do not know which country," the spokeswoman said. Another woman was airlifted to hospital in the southern coastal town of Almeria, where the survivors arrived late on Tuesday. The coast guard saved another nine migrants, all sub-Saharan African men apparently in good health, from a small boat about 10. 5 miles (17 km) from the town of Tarifa on Spain's southernmost tip on Wednesday. One thousand migrants arrived in Spain from North Africa between Jan. 1 and April 9, and 47 died in the attempt during that time, the International Organization for Migration says.
299	2	PR, citizenship should not be defined by fees and papers alone: Mr Ernest Chen Zhengkai's idea to increase fees to apply for permanent resident status does not make sense (Charge higher fees to reflect value of PR, citizenship; April 13). If the fees were increased to $4,014, would it really attract fewer applicants? Those who can afford it would still apply. Should we, then, increase it to, say, $10,000 to make sure only genuine applicants apply? At what point do we stop raising it? In the end, deserving applicants who are not well-to-do may be deprived of a chance to apply. PR and citizenship should not be defined by fees and paper qualifications. They should be defined by how long a person lives in Singapore and his contribution and commitment to the country. They should be defined by how long a person lives here and his contribution and commitment to the country. factors such as volunteer work, tax records, business set-up and character are all considerations. Even if a person invests millions of dollars in Singapore, making him a contributor to our economy, other factors such as volunteer work, tax records, business set-up and character should all be considered. An applicant's success is not guaranteed.
281	8	Made in China 2025's Affect on US & Mexican Immigrant Talks Fight Against ICE: Made in China 2025's Affect on US & Mexican Immigrant Talks Fight Against ICE On this episode of The Critical Hour, with Dr. Wilmer Leon, we discuss the “Made in China 2025 Initiative” and where it will leave the US. Also, an immigrant-rights activist faces her second deportation hearing at Seattle Immigration Court while fighting for the rights of other migrants against I. C. E. Hear about her struggle. Caleb Maupin — Journalist and political analyst who focuses his coverage on US foreign policy and the global system of monopoly capitalism and imperialism. He has appeared on Russia Today, PressTV, Telesur, and other major networks. Maru Mora-Villalpando — Nationally known immigrant-rights activist and co-founder of the Latinx organization Mijente and a community organizer with Northwest Detention Center Resistance. We'd love to get your feedback at radio@sputniknews.
234	10	Top Hong Kong court grants U.K. lesbian right to spousal visa: Hong Kong’s top court ruled on Wednesday that a British lesbian should be granted a spousal visa in a landmark judgment that could open the door for expatriate same-sex partners to move to the Chinese-ruled city. The British woman, who requested to be identified only as QT in court, sued the director of immigration in 2014 after she was denied a spousal visa that would have granted her resident status and allowed her to work without the need for a separate visa. - Advertisement - In this file photo taken on November 6, 2015 people take part in the LGBTQ pride parade in Hong Kong. Isaac Lawrence / AFP/Getty Images The woman and her partner, a dual British and South African national identified only as SS and who was offered work in Hong Kong, had entered into a civil partnership in Britain. QT did not appear in court. “Although I cannot be with you in person today, that does not diminish the joy I feel, knowing that Hong Kong’s highest court has upheld my right, as a lesbian woman, to be treated equally by the Hong Kong government,” QT said in a statement.
313	5	NI secretary silent on budget for policing Border after Brexit: Northern Ireland secretary Karen Bradley has declined to say if the Police Service of Northern Ireland (PSNI) will receive more money and personnel to police the Border after Brexit when she introduces a budget for the North next week. Ms Bradley told the Northern Ireland Affairs Committee at Westminster that this week’s meeting of the British cabinet at Chequers would address issues that will help determine the nature of the challenges the PSNI will face after Britain leaves the EU. “The budget I’m taking through was put forward in March for the coming year,” she said. “In the normal course of business, spending bids come in and are considered. I’m not making any comment. They are still being considered and it would be inappropriate for me to say anything further. ” Orphaned chief Last week, PSNI chief constable George Hamilton told the committee that he felt orphaned by having nobody in government to liaise with over Brexit. But Ms Bradley said she had arranged for Mr Hamilton to have points of contact in the Treasury and the Department for Exiting the European Union to deal with his concerns. “We accept the PSNI has additional difficulties over other forces; the PSNI is the only force that will have to police a land border – a unique situation in the UK,” she said.
366	5	Trump on if US-Canada border is secure: 'You can never be totally: WASHINGTON, DC - FEBRUARY 13: U. S. President Donald Trump speaks as he participates in a joint news conference with Canadian Prime Minister Justin Trudeau in the East Room of the White House on February 13, 2017 in Washington, DC. The two leaders participated in a roundtable discussion on the advancement of women entrepreneurs and business leaders. (Photo by Alex Wong/Getty Images) By Cox Media Group President Donald Trump and Canadian Prime Minister Justin Trudeau met about their countries shared goals on Monday, but their contrasting views were also on display during a news conference where they talked about immigration and refugees. >> Read more trending stories Trump said "you can never be totally confident" that the northern border is secure in response to a question from a reporter. Here was the exchange: Reporter: "President Trump, you seem to suggest that Syrian refugees are a Trojan horse for potential terrorism, while the PM hugs refugees and welcomes them with open arms. Are you confident the northern border is secure? " Trump: "You can never be totally confident. But through the incredible efforts already, I see it happen … We're actually taking people that are criminals, that are very hardened criminals with a tremendous track record of abuse and problems, and we're getting them out.
177	9	China is planning to build 5 camps for North Korean refugees: China is planning to build five camps that could accommodate thousands of North Korean refugees, The New York Times reported Monday. According to The Times, a leaked document from state-run China Mobile that appeared on the microblogging site Weibo, said the telecommunications company was contacted to check for "viable internet service" at the five sites in the northeast border province of Jilin. “Because the situation on the China-North Korea border has intensified lately, Changbai County government plans to set up five refugee sites in Changbai,” the document reportedly stated. When questioned by The Times, a spokesperson for China's foreign ministry said they were not aware of reports about the refugee camps, but did not deny the plans to build them. Jilin has a large border with North Korea and is close to the nuclear-test site North Korean defectors often escape to China because of the countries' large shared border. Jilin province alone has a 200 kilometer (124 mile) border with North Korea and most of it is split by the narrow Tumen River, which is shallow enough to wade across in summer or walk on when frozen in winter. During North Korea's great famine of the 1990s, up to 300,000 North Koreans were estimated to have fled to China, most of them crossing the Tumen River.
485	7	Trump’s Pressure on Countries and International Organizations Erodes Protections for Asylum-Seekers: The text came from inside a Panamanian government outpost, set hours away from the country’s capital, on the edge of the Darien jungle. It had been written by a migrant who’d managed to smuggle a cellphone into the facility by hiding it in his shorts. He said authorities had detained him without providing him access to a lawyer or any means to communicate with relatives.
248	8	Government must resume DACA and accept new applications, federal judge rules: In the biggest setback yet for the Trump administration in its decision to end a program that protects undocumented young adults from deportation, a federal judge ruled Tuesday that the government must resume accepting new applications. Judge John D. Bates of U. S. District Court for the District of Columbia said that the government's decision to end the program, Deferred Action for Childhood Arrivals, or DACA, was predicated on the "virtually unexplained" grounds that the program is "unlawful. " The judge stayed his decision for 90 days, giving the Department of Homeland Security the opportunity to better explain its reasoning for canceling the program. The department, the judge wrote in his decision, "must accept and process new as well as renewal DACA applications. " DACA was officially rescinded by the government in March but the program has continued to accept renewals after previous court orders. About 700,000 unauthorized immigrants, the majority of them brought to the United States as children, had signed up for the Obama-era program since it was created in 2012. Advocates hailed the ruling, saying it highlighted the failure of the administration to justify terminating the program. "This decision verifies the Trump administration failed to prove the DACA program is illegal," said Ali Noorani, executive director of the National Immigration Forum, a Washington, D.
411	5	Opinion: EU refugee deal with Turkey full of hypocrisy: The deal between the European Union and Turkey exposes the mendacity of European policy with regard to the so-called refugee crisis. The deal is being presented as a success. The reality is anything but. The agreement stipulates that for every Syrian who legally enters Turkey and continues on to the EU, another refugee who has illegally entered the EU will be sent back to Turkey — so far, so good. In reality, numbers collected by the European Commission show the deal is not working at all. Since going into effect, some 12,500 immigrants have entered the EU from Turkey, yet only about 2,100 illegal immigrants have been sent back to Turkey during that same period. Clearly stated: Rather than the agreed upon 1-to-1 rule, the EU has taken in six times as many people as it has sent back to Turkey. The blame lies, however, not in Ankara but in Brussels. The EU is simply unable to process the sheer number of cases piling up in camps on the Greek isles in the Aegean Sea. The borders are not sealed But Turkey has failed to uphold its end of the deal as well.
444	6	U.N. worried over deportation of Cameroon separatists, faults Nigeria: The United Nations Refugee Agency, UNHCR, has officially commented on the deportation of Cameroonian separatists from Nigeria earlier this month. In a statement published on February 1, 2018; UNHCR said it was worried that Nigeria decided to deport people who had applied for asylum and more so at a time when they were engaging with the authorities. The statement faulted Nigeria for breaching international laws by forcibly deporting 47 suspected separatists. They also urged Yaounde to respect the rights of the detainees who are expected to be put before the courts. Below is the full statement UNHCR, the UN Refugee Agency, has learned with great concern of the forced return by Nigeria of 47 Cameroonians, who were handed over to the Cameroonian authorities on 26 January 2018. Most of the individuals in question had submitted asylum claims. Their forcible return is in violation of the principle of non-refoulement, which constitutes the cornerstone of international refugee law. The returns were carried out despite UNHCR’s efforts and engagement with the authorities. UNHCR reminds Nigeria of its obligations under international and Nigerian law, and urges the Nigerian Government to refrain from forcible returns of Cameroonian asylum-seekers back to their country of origin.
498	6	An Immigrant Died Building a Ship for the U.S. Government. His Family Got Nothing: On the morning of Jan. 22, 2024, Elmer De León Pérez descended deep into the bowels of a ship that he was helping to build in Houma, Louisiana. Pérez was a welder, working to construct one of the U.S. government’s most sophisticated ships, an $89 million vessel for tracking hurricanes and conducting oceanographic research. It was funded by President Joe Biden’s signature climate legislation.
246	1	What Trump Really Means When He Talks About Migrant Children, MS-13, and 'Animals': "This is the worst thing I've seen in 25 plus years of doing civil rights work." In 2018, now 17 months after Donald J. Trump rode a dark tornado of racial animus to the highest office in the land, the first fact that we must acknowledge on the subject of immigration is that there is no relationship between the influx of immigrants and crime. Study after study has confirmed: Immigrants commit crimes at a lower rate than native-born Americans. Moreover, the data, according to The Marshall Project, suggests that "immigration has the effect of reducing average crime" in communities, not to mention that net immigration from Mexico is below zero as more leave than enter. But Trump's campaign promises were never predicated on a careful deliberation of solid facts and hard truths. He laid his political ambitions on the racist lie that Barack Obama was not born in this country, and likewise his campaign and therefore his presidency were based on the racist lie that immigrants are predominately "illegal immigrants, drug dealers, traffickers, gang members." If Trump, as Adam Serwer asserts in The Atlantic, has only one scandal—the widespread and unprecedented corruption of the American government—his platform has one absolute: the raging demonization of non-whites as a threat to this country.
28	1	Samantha Bee Slams ‘Feckless C**t’ Ivanka Trump For Not Doing Something About Immigration: Samantha Bee is outraged that U. S. immigration authorities are separating undocumented children and their parents at the border. “Tearing children away from their parents is so evil, it’s the inciting incident in almost every movie we’ve ever cared about,” Bee said in the latest episode of “Full Frontal. ” To make matters worse, the administration has lost track of hundreds of children who were separated from their parents and placed in foster care. Enter Ivanka Trump, who posted a photo of herself and her son on Twitter last Sunday. That “oblivious tweet” sparked this plea from Bee: “You know, Ivanka, that’s a beautiful photo of you and your child, but let me just say, one mother to another, do something about your dad’s immigration practices, you feckless c**t! ” UPDATE: 2:26 p. m. ― Bee has since apologized for her remarks after receiving backlash from social media users, sponsors and even White House press secretary Sarah Huckabee Sanders. In a statement to HuffPost, Bee said: “I would like to sincerely apologize to Ivanka Trump and to my viewers for using an expletive on my show to describe her last night. It was inappropriate and inexcusable.
105	7	Recently Released Sex Offender Migrant Arrested For Raping A 13-Year-Old Girl: An 18-year-old Afghan asylum seeker has been arrested in the German city of Esslingen for the alleged rape of a 13-year-old girl, only a month after he was released from prison following a sex offence conviction. The Stuttgart Public Prosecutor’s Office and police in Reutlingen say that the asylum seeker committed the rape on Monday, but the 13-year-old victim did not report the incident until Wednesday after seeing the man again and being threatened by him, Süddeutsche Zeitung reports. Investigators say that the 13-year-old victim only recently became acquainted with the asylum seeker and that she had visited him on Monday when he forced her to have sexual intercourse with him. The incident comes after the 18-year-old was released from juvenile detention following a conviction for attempted rape, which saw him sentenced to a year in custody. He was allegedly out on parole at the time of the rape, though it is not clear what the exact conditions involved. Migrant Rape Attacks Up 91 Per Cent in Bavaria, Germany https://t. co/BysCJP4ecl — Breitbart London (@BreitbartLondon) September 14, 2017 The rape is just the latest in an epidemic of sex crimes involving young migrant men in Germany.
287	9	Bedford mosque raised nearly £4,000 to help Rohingya refugee crisis: Members of the Bedford Central Jammee Masjid & Islamic Cultural Centre have raised £3,646 to support the Rohingya refugee crisis. The fundraiser was supported by the local community in the Midland Road area with hopes the funds will help provide clean water and water for the refugees in Bangldesh. According to Oxfam more than 500,000 Rohingya people have fled Myanmar in recent weeks. According to reports around 1,400 Rohingya children have arrived in Bangladesh near the Myanmar border without their parents, who were either killed or are missing following the violence in Rakhine. A spokesman for the Mosque in Brereton Road, Bedford, said: “Here at the Mosque we felt we needed to do something to help these people. The Masjid congregation supported the appeal generously and have raised £3,646 last Friday after Jumuh Prayer(congregation), at the Bedford Central Jamee Masjid and Islamic Cultural Centre.”
196	10	Police: 17 immigrants locked inside rig at Texas truck stop: EDINBURG, Texas (AP) — Police in Texas acting on a tip found 17 immigrants locked inside a tractor-trailer parked at a gas station about 20 miles (30 kilometers) from the border with Mexico. Edinburg Assistant Police Chief Oscar Trevino tells KGBT-TV that the immigrants from Mexico, Honduras and other countries may have been locked inside the 18-wheeler for at least eight hours before being freed by officers in Edinburg late Sunday morning. None of the people inside the tractor-trailer required medical attention. A man and woman who Trevino said are Cuban nationals were in charge of the rig and have been detained. Edinburg police went to the gas station, a popular stopover for commercial truck drivers traveling through the region, after receiving an anonymous call from someone saying a relative was trapped inside the tractor-trailer with several others. Officers began knocking on the sides of trailers parked at the station and eventually received return knocks from the one holding the immigrants, police said. A spokeswoman for U. S. Immigration and Customs Enforcement says the agency is investigating the matter. The discovery comes more than three weeks after 10 people died and several others were rescued from a sweltering rig parked at a Walmart in San Antonio.
365	6	Families reunite at border during “Hugs Not Walls” event: SUNLAND PARK, N.M. (KRQE) – Families separated by the U.S. Mexico border were temporarily reunited in New Mexico this weekend. During the “Hugs Not Walls” meeting at Sunland Park, authorities allowed both sides to visit with relative across the border. Many of these families have not seen each other for years. Hundreds of families showed up to the event.
